asin,Manufacturer,description,price,reviewsCount,stars,title,url
B083N3DCTM,HEROZ,,1499,3210,4.1,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Navy Blue),https://www.amazon.in/dp/B083N3DCTM
B0B1XPC885,ADISA,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.",370,21,4.3,ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/dp/B0B1XPC885
B09QM9N1B3,Half Moon,"FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.",679,227,3.7,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,https://www.amazon.in/dp/B09QM9N1B3
B091CL7VRZ,Storite,,799,588,4,Storite Stylish PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women(30cmx5.5cmx24cm) (Coffee Brown),https://www.amazon.in/dp/B091CL7VRZ
B09243WY6M,POLESTAR,"This “MAKE IN INDIA” Product features 35 litres capacity ,3 large zippered compartments, 2 front vertical highlighted zip pocket at front, 2 water bottle /umbrella pockets, Top padded Handle for comfort. The RAIN COVER is placed in SIDE MESH POCKET with Velcro closure .POLESTAR “ENZO” backpack with RAIN COVER is Spacious and durable for school /college and travel. Easily accommodate 15.6 inch laptop. ENZO is made of high grade water resistant polyester material that gives it strength and durable for long-term use. Is carries 12 months warranty.",639,2915,4.2,"POLESTAR Enzo 35 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",https://www.amazon.in/dp/B09243WY6M
B081X69ZL7,AFN FASHION,"AFN FASHION brings a fashionable backpack. This full-featured pack makes space for everything essential with multiple zip pockets on the exterior, plus a ready-to-go interior with padded and other storage solutions.",799,1273,4,Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue,https://www.amazon.in/dp/B081X69ZL7
B07MGDFT9C,HEROZ,,1399,6654,4.3,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),https://www.amazon.in/dp/B07MGDFT9C
B09WVQRTDM,MOKOBARA,,5490,131,4.4,"Mokobara Backpack Pro 15.6"" Inch Laptop Backpack For Men And Women (21 litre).",https://www.amazon.in/dp/B09WVQRTDM
B08YF9VHTY,Genie,,649,753,4.5,Genie Flamenco2 Casual Backpacks for Women,https://www.amazon.in/dp/B08YF9VHTY
B00VWM11HQ,Gear,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality. Gear is reckoned for delivering high quality accessories since its inception and has come up with innovation through the years. It is an ideal inclusion to your collection of bags as it is replete with features. Designed with excellence, it is made from high quality fabric. This backpack is long lasting, lightweight and water repellent as well.",895,4862,4.2,Gear Triumph Backpack Navy Blue-Beige (BKPTRMP520522),https://www.amazon.in/dp/B00VWM11HQ
B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",749,650,4.1,"Fur Jaden Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/dp/B09VTCNN75
B08HY56P36,Hyper Adam,"Hyper AdamSporty Backpack with 3 large compartments, 1 exterior pocket, 1 anti - theft internal organizer, 1 side bottle holder.This quality casual day pack comes without any bells and whistles. The clean silhouette is fashionable and modern while still having a ultimate feel. There’s nothing complicated on this bag, just a 3 spacious main chamber for books and binders. The product is made from polyester on the inside and outside It features : very Lite in weight backpack with spacious compartments, soft shell, zipper closure, shoulder strap and is targeted towards both the genders to be used during day trips , school or college.",599,317,3.7,Hyper Adam Sky Figo 15.6 inches 35 L Laptop Backpack Office School Collage Casual Bag with 3 Large Compartment for Men Women Bag Wild tourister (Black-Red),https://www.amazon.in/dp/B08HY56P36
B08HM4TQZZ,Hoteon,,1243,2448,4.4,"Golden Wolf Laptop Bag,Business Anti Theft Backpack with Lock,Water Resistant College School Laptop Backpack with Rain Cover and USB Charging Port Earphone Port,Backpack Gifts for 15.6 inch Laptop 25 L Travel Bag For Women & Men,Dark Grey",https://www.amazon.in/dp/B08HM4TQZZ
B09CV24TMK,Bennett,,499,2514,4.1,"Bennett™ Mystic 15.6 inch(39cm) Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Charcoal Black)",https://www.amazon.in/dp/B09CV24TMK
B08ZJZBXV6,Caprese,,875,77,4.2,Caprese Tiffany,https://www.amazon.in/dp/B08ZJZBXV6
B0895ZZHKK,ASUS,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",699,1042,4.2,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://www.amazon.in/dp/B0895ZZHKK
B01G5I8YLC,Wildcraft,Wildcraft rucksack is designed to take on the toughest hauls of the outdoors. The shoulder height and depth adjusters ensure that your pack fits snug on you while you take that winding road. Built on light-weight and strong Robic fabric it adds to the overall performance of the product.,1730,7613,4.3,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large",https://www.amazon.in/dp/B01G5I8YLC
B09F3NLXGP,Baggit,,499,249,3.9,Baggit Women's Sling Bag,https://www.amazon.in/dp/B09F3NLXGP
B088XH1BP7,MI,,249,3207,4.1,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",https://www.amazon.in/dp/B088XH1BP7
B09N3K2ZCP,Fargo,"Enrich your look with this Handbag Fargo available on Amazon. Fargo offers handbags in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look.",474,1462,3.2,Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),https://www.amazon.in/dp/B09N3K2ZCP
B094GB8VS2,WORLD SPEED,"SPACIOUS STORAGE & COMFORTABLE FOR TRAVEL - Fit all your stuff easily! Pockets include the main pocket for books, food, umbrellas, etc. - You have a thick padded pouch for protecting your laptop, special pockets for phones, ID cards, and a unique cool hooking system for all your wires! The sleek design allows easy and comfortable travel while not compromising on space. don't buy those bulky bags that are heavy and have limited space, they will just drag you with them all day. Buy WORLD SPEED",649,390,4.2,"World Speed 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Artificial Leather Handbag,Compatible with laptop MacBook Notebook,for Men/Women",https://www.amazon.in/dp/B094GB8VS2
B07QFF2RZR,Genie,"With bold geometric print, the Genie spray backpack is perfect to stand out amongst your friends. Made with nylon twill, the feather-light pack comes with an insulated front pocket to keep lunch warm. The spacious three compartment bag has an additional front pocket, a secret compartment, and a happy pouch.",949,596,4.1,"Genie Spray Backpack for Women - 3 compartments, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags, Easy to Carry Backpacks for Women. Latest Collection (Blue)",https://www.amazon.in/dp/B07QFF2RZR
B0B77G8H5T,Generic,"Gyan Traders Presents Laptop bags 15.6 inch Made from polyester material . Good quality zipper and runner with xtra durability. This laptop bag is cheap and best for women, men office. This bag is also used for laptop bag 14 inch and as travel back bag. Backpack with laptop compartment is well consigned. It’s easy to accommodate 15.6inch laptop and spacious enough to keep books, files and travel cloths. Cushioned shoulder straps, handle and back panel offer protection and long-term comfort.",320,,,Gyan Traders Business Casual & Travel with 3 compartments 15.6 inch Laptop Bag/Backpack for Girls and Boys Trending Backpack for Men,https://www.amazon.in/dp/B0B77G8H5T
B07SRGGGNC,Genie,"Elevate your fashion quotient with Genie Miami Rose backpack.It has a spacious padded laptop compartment and a front pocket for easy access. This fun, young and vibrant backpack is made up of Nylon Twill, making it perfect for daily use.",715,773,4.3,"Genie Miami Laptop Casual Backpacks for Women, 16 inches, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags . Latest Collection (Rose)",https://www.amazon.in/dp/B07SRGGGNC
B07JN9G66H,Lino Perros,,1371,1873,4.4,Lino Perros leatherette Tote Bag,https://www.amazon.in/dp/B07JN9G66H
B09VCQ1KD3,Fast Travel,"A Sporty Versatile School Laptop Collage Office Backpack From Fast Travel, Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm.",745,218,4.1,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",https://www.amazon.in/dp/B09VCQ1KD3
B07Z9D3W9D,Mammon,,372,2785,3.5,Mammon Women's stylish Handbags (Black),https://www.amazon.in/dp/B07Z9D3W9D
B098TKJG1L,Baggit,"This super stylish satchel cum sling bag from Baggit is what every girl will die for, because the red hot colour gives it a rich feel, and has the ability to brighten up your everyday styling with ease. What more could you ask for, other than looking stylish every day? The sleek design and quality cruelty-free material used to create this piece of excellence gives it a definitive edge. Mix and match this chic handbag with your outfits and look fashionable instantly. The adjustable straps and pet",499,504,4.2,Baggit Women Satchel Handbag (GREY),https://www.amazon.in/dp/B098TKJG1L
B09F3PMNMS,Baggit,,997,115,4.2,Baggit Women's Satchel Handbag,https://www.amazon.in/dp/B09F3PMNMS
B09CNHQ73V,OUTBOX,"DRAZO brings you this backpack which is designed based on casual and multipurpose. It made from the polyester material for better comfort. ADJUSTABLE SHOULDER STRAP The shoulder straps of this bag pack are fully adjustable according to your convenience. It has an anti-rust coating to preserve from corrosion. PERFECT GIFT It is a perfect gift item for any college or school student. So go ahead and surprise your family and friends with this casual polyester bag! MULTIPURPOSE The big backpack is great for indoor/outdoor activities. Served as everyday/weekender backpack, large school backpack for teen boys/girls, laptop backpack or spacious college backpack, you can use it at anywhere for travel, Camping, Hiking, Overnight trip, etc WATER-RESISTANT Its water-resistant material helps keep items safe from wet, rainy weather, making the backpack a great choice for all seasons.",499,245,3.8,"OUTBOX Waterproof Laptop Backpack,Red",https://www.amazon.in/dp/B09CNHQ73V
B07P2TQH78,HAMMONDS FLYCATCHER,,2301,3735,4.3,Hammonds Flycatcher Original Bombay Brown Leather Laptop Messenger Bag for Laptop/MacBook up to 15.6 inch|Padded Laptop Compartment|Office Bag,https://www.amazon.in/dp/B07P2TQH78
B09L79TM6D,ZOUK,,1999,23,4.2,Zouk Women's Office Bag (multicolour),https://www.amazon.in/dp/B09L79TM6D
B084LF4RT5,FATMUG,,1499,997,4.4,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",https://www.amazon.in/dp/B084LF4RT5
B09NXVCXJW,Aristocrat,"Aristocrat caters to the demands of the frequent traveller of the Indian heartland. Since its inception, this brand has strived hard to provide durable products at a pocket friendly cost.",,310,4.4,Aristocrat Rookie Duffle (E) 52 Teal Blue,https://www.amazon.in/dp/B09NXVCXJW
B07VHNFMZ3,Aristocrat,The product will be an excellent pick for you. It ensures an easy maintenance.,,289,4.3,Aristocrat 45 Ltrs Blue Rucksack (Mojo),https://www.amazon.in/dp/B07VHNFMZ3
B09RQNP9KT,DEIN KLEIDER,"DEIN KLEIDER   Redefine Your EverydayCarry   The all new Dein Kleider Crossbody Sling Bag is here to make your everyday carry even more stylish and way more convenient.  With an improved new structure, larger main compartment, a front & a back zipper pocket and meshed side net to keep a small water bottle, this crossbody sling can carry all your essentials with ease.   #DeinKleider",289,113,4.1,Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,https://www.amazon.in/dp/B09RQNP9KT
B07RC94TG8,POLESTAR,,822,10077,4.1,"POLESTAR Xplore 55 L Hiking/ Trekking/ Camping/ Travelling Rucksack Backpack with rain cover, shoe compartment, water resistant, made with polyester, 1 year warranty",https://www.amazon.in/dp/B07RC94TG8
B08R7RPVJF,Lenovo,,729,1641,4.4,Lenovo Slim Everyday Backpack,https://www.amazon.in/dp/B08R7RPVJF
B09K5K9973,DAHSHA,,695,228,4.3,"DAHSHA Water-Resistant Oxford Fabric Small Sling Crossbody Messenger One Side Shoulder Bag Waist Fanny Pack Tactical MOLLE EDC Cellphone Passport Holder Pouch For Travel- (Black,17 x 5 x 10.5 cm)",https://www.amazon.in/dp/B09K5K9973
B09V2LB8DR,Pinklips Shopping,Pinklips Shopping Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS),999,1,5,Pinklips Shopping Juice Wrld American Rapper Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_01,https://www.amazon.in/dp/B09V2LB8DR
B07GNCRCP4,Protecta,"Protecta presents the professional laptop bag - Designed, developed and manufactured in India like all our products. The professional laptop sling bag has been designed keeping you in mind - With an extremely slim profile is easy to carry, even in a crowded room, at the same time the bag has enough organisation capacity to carry your daily essential stuff. The professional laptop bag has been crafted from light weight, water repellent polyester fabric and the fabrics from our special printed collection bring a unique charm to the daily commute. The professional laptop bag can be carried using the grab handles or on-shoulder with the included, comfortably padded shoulder strap.",649,1212,4.4,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),https://www.amazon.in/dp/B07GNCRCP4
B07PJCH3VZ,Hyper Adam,"Hyper Adam Product Features: 1. 7 Ways Height adjustment system. 2. Adjustable Strap stay for back support 3. Zippered opening for main compartment 4. Dual Pockets on Hood 5. Detachable shoe compartment from inside 6. Zipped space on the hood 7. padded cushioned back 8. Adjustable Hip back that helps in weight division from shoulders 9. Adjustable Sternum Strap that helps in keeping the shoulder belts in place. 10. Waterproof material 11. Additional Bottom compartment for used cloths and shoes 12. Additional side utility pockets Other Features: Load Adjuster on shoulder straps. Internal and external zippered Pockets in the Hood, D Ring on Shoulder Straps for Carabiners, Adjustable Waist Belt, Sternum Straps, Carrier for Sleeping Mat, Curved Padded Shoulder Straps, Hood with Pockets, Waist and Back Padded Shoulders, Dual Compression Straps on the Sides, Two Ice Axe Loops on the Front, Extended Shoulder Strap, Mesh Bottle Holders, Tool Carry Loop at Front, accessory Pockets",999,3350,4.2,Hyper Adam 65 LTR Rucksack Travel Backpack for Outdoor Sport Hiking Trekking Bag Camping Rucksack,https://www.amazon.in/dp/B07PJCH3VZ
B0B2LXQWM5,Comfabie,,749,32,3.9,Comfabie 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,https://www.amazon.in/dp/B0B2LXQWM5
B09FXYKW9C,Bizanne Fashion,,409,305,3.1,Bizanne Fashion Medium Size Fashion Backpack for Girls | Best Gifts for Girls | College Bag for Girls | Stylish Backpack for Women |Stylish Latest Ladies Backpack,https://www.amazon.in/dp/B09FXYKW9C
B09B16ZX56,DEIN KLEIDER,,422,326,3.9,Dein Kleider Polyester Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women,https://www.amazon.in/dp/B09B16ZX56
B07X6DV3VM,AirCase,,995,891,4.3,"AirCase C25 15.6 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Blue)",https://www.amazon.in/dp/B07X6DV3VM
B09KXD6KTZ,KLEIO,,731,113,4.4,KLEIO Quilted Travelling Crossbody Sling Bag For Women/Girls (HO8030KL),https://www.amazon.in/dp/B09KXD6KTZ
B09SWCGXMB,Aristocrat,"As the worlds of PC luggage and PP luggage overlap, at its intersection you will find The Dual Edge",,26,3.9,Aristocrat Dual Edge 75cm Polycarbonate & Polypropylene Printed Hardsided Large Luggage 4W Red Strolley,https://www.amazon.in/dp/B09SWCGXMB
B09X33JVQ7,Sketchfab,,549,45,3.6,Sketchfab 35 L Casual Waterproof Laptop Bag Grey Laptop/College/School/Office Travel Backpack Unisex Women Men Boys Girls Children Daypack Book Sports Weekend Lightweight Bags for Stylish and Office - Grey,https://www.amazon.in/dp/B09X33JVQ7
B09QJ7ZF2Y,TRUE HUMAN,,699,482,3.9,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )",https://www.amazon.in/dp/B09QJ7ZF2Y
B084NZFNGS,ah arctic hunter,,1865,261,4.6,"Arctic Hunter Backpack,17 inch Laptop Bag 41 L Expandable and 3 in 1 Convertible Laptop Backpack Tech Bag with usb Charging Port Water-resistant Multiple Compartments Large Capacity Bag for Travel Business",https://www.amazon.in/dp/B084NZFNGS
B09KV7Y3KL,Wooum,,499,94,3.9,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,https://www.amazon.in/dp/B09KV7Y3KL
B07V5N6XGB,Fiesto Fashion,"Enrich your look with this Handbag & Sling bag from Fiesto Fashion available on Amazon. Fiesto Fashion offers handbags in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look.",551,44,3.8,Fiesto Fashion Women's Handbag With Sling Bag (Set of 2) (FF0719004_Black),https://www.amazon.in/dp/B07V5N6XGB
B083N53TWB,HEROZ,,1371,3210,4.1,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),https://www.amazon.in/dp/B083N53TWB
B09LVP487G,ICEMART,,549,30,3.7,ICEMART 25 L Waterproof Laptop Bag/Backpack for Men;Women;Boys;Girls/Office School College,https://www.amazon.in/dp/B09LVP487G
B09154JPWQ,ADISA,,399,1606,4.2,ADISA Women's Sling Bag,https://www.amazon.in/dp/B09154JPWQ
B09KLNV3G5,NewYouth,"Package include:：1x Backpack， 1x Headphone cable，1x USB line Material: Canvas and cotton Backpack Usage: travel, hiking, school, Casual daypack, City backpack, laptop / iPad backpack etc.It's super good for travel ,work or school. Main Material: high quality strong canvas 1.the has the high grade canvas material is soft and wear resistance. 2.two-way zip that is comfortable to use. can relieve 3.the comfortable and adjustable shoulder straps , so protect that shoulders on her. 4.the has a large capacity. so they can easily with your ipad, a4 - file, magazine and other everyday things. ★If you want to use External USB Charge Function, you have to do as follows: 1.Buy a mobile power 2.Connect your mobile power with the USB interface inside the backpack",989,56,3.5,NewYouth Kpop USB BTS Bookbag Travel Backpack Korean Casual Backpack Daypack Laptop Bag College Bag BookBag with USB Charging Port,https://www.amazon.in/dp/B09KLNV3G5
B09QMNCWMN,RIGHT CHOICE,"Product features 3 main zippered compartments, Laptop backpack sleeve Strong Sleeve Denim; Age Range Description: Adult; Closure Type: Zipper",499,74,3.2,Right Choice Laptop backpack multicolor unisex bag,https://www.amazon.in/dp/B09QMNCWMN
B09L6D68QZ,NORTH ZONE,"Introducing Anti-Theft Backpack to secure your essentials. A Multi-functional backpack that has feature-rich updates like Anti-theft, mobile charging port, and a new tech-inspired design to organize your electronics and simplify your life on-the-go.",569,57,3.6,"NORTH ZONE Unisex Anti Theft Backpack 15.6 Inch Laptop Waterproof Casual Bag with USB Charging Port, Grey",https://www.amazon.in/dp/B09L6D68QZ
B084LFS4G1,FATMUG,,1499,997,4.4,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Navy Blue Oxford Fabric),https://www.amazon.in/dp/B084LFS4G1
B09CQ5T3LN,POLICE,"Pump up your style quotient a notch higher as you step out carrying casual backpack from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a black colour along with the brand name in front. It also has multiple compartments with zippers along with a stylish design, the bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move.",1199,548,4,POLICE 30 Ltrs Laptop Backpack,https://www.amazon.in/dp/B09CQ5T3LN
B08D7D2ZFX,COSMUS,,1476,1152,4.2,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Navy College Bag,https://www.amazon.in/dp/B08D7D2ZFX
B07PV7MKBY,PALAY,,1121,58,4.1,PALAY® Kpop Bangtan Boys Casual Backpack Daypack Laptop Bag School Bag Bookbag Shoulder Bag with USB Charging Port(Black 3),https://www.amazon.in/dp/B07PV7MKBY
B082DK21NT,Good Friends,,699,1221,4,"Good Friends Waterproof, Laptop College School Bag + Digital Watches Combo (Military +Green)",https://www.amazon.in/dp/B082DK21NT
B0B2P6HS1K,Comfabie,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc",749,13,3.3,Comfabie 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Straps With 2 Compartments,https://www.amazon.in/dp/B0B2P6HS1K
B0B5751XLZ,BLACKHORN,"At BLACKHORN, we provide fine quality backpacks at the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life at the moment. Designed for the quick commute as well as for the long journey. these backpacks can be used as laptop bags, adventure bags, and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",599,,,"BLACKHORN Travel Laptop Backpack, Business Anti Theft Slim Durable Laptops Backpack Water Resistant College School Bag Gifts for Men & Women ( 30 Litre )",https://www.amazon.in/dp/B0B5751XLZ
B08YZBRDF5,Needle Craft,"NEEDLE CRAFT BAG There are two types of school bag pack. Ones that are ordinary and ones that are NEEDLE CRAFT Every backpack at NEEDLE CRAFT is crafted for people who are not only ready to take over the world, but do it in style. Our designers put together latest global trends to make unique patterns using the best fabric and trendy vibrant colors. With ‘built-to –last straps’ and the VIP industries quality assurance, our bags come with a 6 Month Domestic warranty. So go on, the journey is waiting, the road is calling. Move in style!",619,113,3.9,NEEDLE CRAFT 30 Liter Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag for Unisex (Black),https://www.amazon.in/dp/B08YZBRDF5
B09DYTDSY6,Storite,,899,1380,4.1,"Storite Canvas Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men & Women (Grey, 33cm x 6.5cm x 27cm)",https://www.amazon.in/dp/B09DYTDSY6
